Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,2529,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-07-05 22:10:12,2023-07-06 22:10:12,2023-07-05 22:12:12,2023-07-05 22:11:46.841,Within SLA,2023-07-06 17:00:02.836,Within SLA,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2530,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-07-05 17:10:41,2023-07-06 17:10:41,2023-07-05 17:12:41,2023-07-05 17:10:58.804,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2535,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-07-06 02:48:03,2023-07-07 02:48:03,2023-07-06 02:50:03,2023-07-06 02:49:33.393,Within SLA,2023-07-07 01:49:32.481,Within SLA,,6.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,2536,Low,Chat,Other,1st line support,Connor Danielovitch,2023-07-06 19:49:27,2023-07-07 19:49:27,2023-07-06 19:51:27,2023-07-06 19:49:46.347,Within SLA,,SLA Violated,,9.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,2540,Low,Email,Other,1st line support,Kristos Westoll,2023-07-06 01:26:59,2023-07-08 01:26:59,2023-07-06 02:26:59,2023-07-06 01:30:39.801,Within SLA,2023-07-06 13:02:45.258,Within SLA,,1.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,2546,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-07-06 23:36:06,2023-07-08 23:36:06,2023-07-07 00:36:06,2023-07-06 23:45:31.545,Within SLA,2023-07-10 09:17:57.194,SLA Violated,,10.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,2547,Low,Email,Feature request,1st line support,Bernard Beckley,2023-07-07 00:03:58,2023-07-09 00:03:58,2023-07-07 01:03:58,2023-07-07 00:23:27.979,Within SLA,2023-07-07 17:42:20.484,Within SLA,,2.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2548,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,2023-07-07 13:22:46,2023-07-09 13:22:46,2023-07-07 14:22:46,2023-07-07 13:55:06.150,Within SLA,2023-07-09 03:13:08.987,Within SLA,,9.0,,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126
Resolved,2549,Medium,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-07-07 11:51:04,2023-07-08 11:51:04,2023-07-07 11:53:04,2023-07-07 11:51:24.378,Within SLA,2023-07-07 18:46:17.448,Within SLA,,6.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,2550,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-07-07 14:51:18,2023-07-08 14:51:18,2023-07-07 14:53:18,2023-07-07 14:53:11.344,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2551,High,Email,Other,1st line support,Connor Danielovitch,2023-07-07 12:22:32,2023-07-09 12:22:32,2023-07-07 13:22:32,2023-07-07 12:48:37.304,Within SLA,2023-07-13 12:00:23.316,SLA Violated,,7.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2553,Low,Phone,Other,1st line support,Bernard Beckley,2023-07-07 22:58:06,2023-07-09 22:58:06,2023-07-07 23:00:06,2023-07-07 22:59:37.686,Within SLA,2023-07-08 22:15:20.632,Within SLA,,7.0,,Other,Tier 1,Spain,39.67337,-4.767726
Resolved,2554,High,Email,Bug report,1st line support,Nicola Wane,2023-07-07 15:00:47,2023-07-09 15:00:47,2023-07-07 16:00:47,2023-07-07 15:08:31.685,Within SLA,2023-07-11 10:23:21.996,SLA Violated,,3.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,2556,Low,Phone,Bug report,1st line support,Kristos Westoll,2023-07-07 00:06:17,2023-07-09 00:06:17,2023-07-07 00:08:17,2023-07-07 00:06:30.636,Within SLA,2023-07-07 22:47:36.799,Within SLA,,1.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,2566,Low,Phone,Feature request,1st line support,Bernard Beckley,2023-07-09 14:19:39,2023-07-11 14:19:39,2023-07-09 14:21:39,2023-07-09 14:20:00.844,Within SLA,2023-07-10 20:27:33.675,Within SLA,,1.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,2567,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-07-09 08:37:29,2023-07-11 08:37:29,2023-07-09 09:37:29,2023-07-09 09:08:45.243,Within SLA,2023-07-10 14:27:24.677,Within SLA,,3.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2568,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-07-09 22:06:34,2023-07-11 22:06:34,2023-07-09 23:06:34,2023-07-09 23:03:41.342,Within SLA,2023-07-10 16:37:38.795,Within SLA,,1.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2570,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-07-10 19:01:46,2023-07-12 19:01:46,2023-07-10 20:01:46,2023-07-10 19:36:11.315,Within SLA,2023-07-10 20:14:48.536,Within SLA,,2.0,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,2573,Low,Chat,Training request,2nd line support,Michele Whyatt,2023-07-10 14:32:40,2023-07-11 14:32:40,2023-07-10 14:34:40,2023-07-10 14:34:17.285,Within SLA,2023-07-14 15:26:52.693,SLA Violated,,2.0,,Training and Consulting Services,Tier 2,Bulgaria,42.7249925,25.4833039
In progress,2576,Low,Phone,Product setup,1st line support,Nicola Wane,2023-07-10 17:17:26,2023-07-12 17:17:26,2023-07-10 17:19:26,2023-07-10 17:20:57.259,SLA Violated,,SLA Violated,,5.0,,Other,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2577,Medium,Chat,Feature request,1st line support,Sheela Cutten,2023-07-10 07:34:10,2023-07-11 07:34:10,2023-07-10 07:36:10,2023-07-10 07:36:47.106,SLA Violated,2023-07-10 11:02:02.346,Within SLA,,6.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2578,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-07-10 21:04:00,2023-07-11 21:04:00,2023-07-10 21:06:00,2023-07-10 21:05:40.636,Within SLA,2023-07-11 01:00:14.264,Within SLA,,6.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,2579,Low,Email,Product setup,1st line support,Nicola Wane,2023-07-10 07:54:18,2023-07-12 07:54:18,2023-07-10 08:54:18,2023-07-10 08:16:30.935,Within SLA,2023-07-11 01:19:08.598,Within SLA,,3.0,,Other,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2580,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-07-10 11:07:20,2023-07-12 11:07:20,2023-07-10 12:07:20,2023-07-10 11:44:30.751,Within SLA,2023-07-15 19:27:58.404,SLA Violated,,2.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2581,High,Chat,Training request,1st line support,Connor Danielovitch,2023-07-11 10:05:38,2023-07-12 10:05:38,2023-07-11 10:07:38,2023-07-11 10:06:23.006,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,2582,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-07-11 05:02:47,2023-07-13 05:02:47,2023-07-11 06:02:47,2023-07-11 05:05:15.238,Within SLA,2023-07-12 15:21:49.471,Within SLA,,10.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
Resolved,2586,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-07-11 01:59:56,2023-07-12 01:59:56,2023-07-11 02:01:56,2023-07-11 02:01:36.782,Within SLA,2023-07-16 21:10:37.487,SLA Violated,,3.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2588,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-07-11 01:35:33,2023-07-13 01:35:33,2023-07-11 02:35:33,2023-07-11 02:27:02.148,Within SLA,,SLA Violated,,10.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2589,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-07-11 03:05:44,2023-07-12 03:05:44,2023-07-11 03:07:44,2023-07-11 03:06:29.829,Within SLA,2023-07-11 12:47:02.076,Within SLA,,6.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2591,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-07-12 07:32:06,2023-07-14 07:32:06,2023-07-12 08:32:06,2023-07-12 07:51:01.996,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2594,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-07-12 17:46:44,2023-07-14 17:46:44,2023-07-12 18:46:44,2023-07-12 18:23:47.441,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2598,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-07-12 17:30:29,2023-07-13 17:30:29,2023-07-12 17:32:29,2023-07-12 17:34:43.221,SLA Violated,2023-07-12 22:31:55.042,Within SLA,,60.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2599,High,Phone,Product setup,1st line support,Connor Danielovitch,2023-07-13 17:14:29,2023-07-15 17:14:29,2023-07-13 17:16:29,2023-07-13 17:15:06.577,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,2600,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,2023-07-13 07:02:40,2023-07-15 07:02:40,2023-07-13 07:04:40,2023-07-13 07:04:06.958,Within SLA,2023-07-13 21:58:44.571,Within SLA,,1.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,2603,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-07-13 10:58:35,2023-07-15 10:58:35,2023-07-13 11:58:35,2023-07-13 11:22:46.595,Within SLA,2023-07-14 13:21:05.191,Within SLA,,1.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2604,High,Email,Other,2nd line support,Adolpho Messingham,2023-07-14 16:19:04,2023-07-16 16:19:04,2023-07-14 17:19:04,2023-07-14 16:33:48.599,Within SLA,,SLA Violated,,10.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Resolved,2608,Low,Email,Product setup,1st line support,Nicola Wane,2023-07-14 13:34:59,2023-07-16 13:34:59,2023-07-14 14:34:59,2023-07-14 14:11:27.611,Within SLA,2023-07-18 08:29:55.680,SLA Violated,,10.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2610,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-07-14 22:52:14,2023-07-16 22:52:14,2023-07-14 23:52:14,2023-07-14 23:10:29.716,Within SLA,,SLA Violated,,10.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2611,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-07-14 11:31:32,2023-07-16 11:31:32,2023-07-14 12:31:32,2023-07-14 15:46:25.516,SLA Violated,2023-07-15 10:58:55.684,Within SLA,,2.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,2619,Low,Email,Product setup,1st line support,Kristos Westoll,2023-07-15 12:50:12,2023-07-17 12:50:12,2023-07-15 13:50:12,2023-07-15 13:16:26.160,Within SLA,2023-07-19 19:58:23.433,SLA Violated,,2.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2620,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-07-15 14:25:25,2023-07-17 14:25:25,2023-07-15 15:25:25,2023-07-15 14:58:46.800,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2634,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-07-17 13:46:45,2023-07-18 13:46:45,2023-07-17 13:48:45,2023-07-17 13:48:06.769,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2635,High,Email,Product setup,1st line support,Sheela Cutten,2023-07-17 09:30:38,2023-07-19 09:30:38,2023-07-17 10:30:38,2023-07-17 09:31:47.625,Within SLA,,SLA Violated,,10.0,,Other,Tier 1,Greece,39.368279,21.863141
In progress,2639,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-07-17 15:47:15,2023-07-19 15:47:15,2023-07-17 16:47:15,2023-07-17 16:37:33.254,Within SLA,,SLA Violated,,1.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2640,Medium,Email,Other,1st line support,Kristos Westoll,2023-07-17 14:31:34,2023-07-19 14:31:34,2023-07-17 15:31:34,2023-07-17 15:12:37.356,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2641,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-07-17 15:53:10,2023-07-19 15:53:10,2023-07-17 16:53:10,2023-07-17 16:35:58.955,Within SLA,2023-07-17 18:31:33.103,Within SLA,,7.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2643,Low,Email,Feature request,1st line support,Nicola Wane,2023-07-18 14:57:27,2023-07-20 14:57:27,2023-07-18 15:57:27,2023-07-18 15:30:41.270,Within SLA,2023-07-19 00:00:03.506,Within SLA,,10.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2646,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-07-18 07:16:47,2023-07-20 07:16:47,2023-07-18 08:16:47,2023-07-18 07:51:02.148,Within SLA,2023-07-18 22:09:06.354,Within SLA,,4.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,2648,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-07-18 04:21:06,2023-07-20 04:21:06,2023-07-18 05:21:06,2023-07-18 04:46:42.005,Within SLA,,SLA Violated,,2.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2649,Low,Email,Other,2nd line support,Adolpho Messingham,2023-07-18 05:16:14,2023-07-20 05:16:14,2023-07-18 06:16:14,2023-07-18 05:29:30.573,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 2,Italy,43.036776,12.678565
In progress,2651,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-07-19 20:24:58,2023-07-20 20:24:58,2023-07-19 20:26:58,2023-07-19 20:26:38.857,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,2655,High,Email,Product setup,1st line support,Kristos Westoll,2023-07-19 16:27:31,2023-07-21 16:27:31,2023-07-19 17:27:31,2023-07-19 16:44:24.136,Within SLA,2023-07-20 10:35:34.063,Within SLA,,10.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2658,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-07-19 07:01:23,2023-07-20 07:01:23,2023-07-19 07:03:23,2023-07-19 07:02:10.808,Within SLA,2023-07-19 11:02:59.172,Within SLA,,8.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,2660,Low,Chat,Product setup,2nd line support,Michele Whyatt,2023-07-19 20:35:55,2023-07-20 20:35:55,2023-07-19 20:37:55,2023-07-19 20:37:08.372,Within SLA,2023-07-20 03:19:47.976,Within SLA,,9.0,,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Resolved,2662,Low,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-07-20 05:38:45,2023-07-21 05:38:45,2023-07-20 05:40:45,2023-07-20 05:39:06.791,Within SLA,2023-07-21 04:17:45.754,Within SLA,,2.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Resolved,2664,Low,Email,Feature request,1st line support,Sheela Cutten,2023-07-20 07:52:58,2023-07-22 07:52:58,2023-07-20 08:52:58,2023-07-20 08:38:34.225,Within SLA,2023-07-20 19:28:56.308,Within SLA,,10.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2665,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-07-20 23:02:26,2023-07-22 23:02:26,2023-07-21 00:02:26,2023-07-20 23:37:51.825,Within SLA,2023-07-21 18:22:57.909,Within SLA,,6.0,,Other,Tier 2,Poland,52.536273,19.050639
Resolved,2669,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-07-20 05:31:42,2023-07-22 05:31:42,2023-07-20 06:31:42,2023-07-20 11:05:20.094,SLA Violated,2023-07-20 10:37:32.682,Within SLA,,2.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,2670,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-07-20 08:29:44,2023-07-22 08:29:44,2023-07-20 09:29:44,2023-07-20 09:24:29.174,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2671,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-07-20 10:48:21,2023-07-21 10:48:21,2023-07-20 10:50:21,2023-07-20 10:49:05.970,Within SLA,,SLA Violated,,4.0,,Other,Tier 1,Greece,39.368279,21.863141
Resolved,2673,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,2023-07-20 15:35:25,2023-07-22 15:35:25,2023-07-20 16:35:25,2023-07-20 15:57:36.260,Within SLA,2023-07-20 20:15:07.064,Within SLA,,1.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,2674,Medium,Email,Other,1st line support,Nicola Wane,2023-07-21 17:17:52,2023-07-23 17:17:52,2023-07-21 18:17:52,2023-07-21 17:54:59.606,Within SLA,2023-07-23 07:02:34.146,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,2676,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-07-21 21:58:38,2023-07-23 21:58:38,2023-07-21 22:58:38,2023-07-21 22:25:47.941,Within SLA,2023-07-21 23:49:28.095,Within SLA,,3.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,2677,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-07-21 23:58:59,2023-07-22 23:58:59,2023-07-22 00:00:59,2023-07-22 00:04:42.063,SLA Violated,2023-07-22 22:48:29.863,Within SLA,,2.0,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2680,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-07-21 08:59:53,2023-07-22 08:59:53,2023-07-21 09:01:53,2023-07-21 09:00:17.246,Within SLA,2023-07-21 20:40:45.465,Within SLA,,9.0,,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126
In progress,2695,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-07-23 03:45:32,2023-07-24 03:45:32,2023-07-23 03:47:32,2023-07-23 03:45:39.814,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2696,Low,Email,Bug report,2nd line support,Heather Urry,2023-07-23 22:55:17,2023-07-25 22:55:17,2023-07-23 23:55:17,2023-07-23 23:21:52.848,Within SLA,2023-07-24 09:28:53.303,Within SLA,,10.0,,Other,Tier 2,Czech Republic,49.8037633,15.4749126
Resolved,2698,Medium,Email,Other,1st line support,Connor Danielovitch,2023-07-24 23:11:01,2023-07-26 23:11:01,2023-07-25 00:11:01,2023-07-24 23:57:15.895,Within SLA,2023-07-26 09:41:59.053,Within SLA,,6.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,2699,Medium,Phone,Purchasing and invoicing,1st line support,Nicola Wane,2023-07-24 08:12:56,2023-07-26 08:12:56,2023-07-24 08:14:56,2023-07-24 08:13:05.096,Within SLA,,SLA Violated,,3.0,,Other,Tier 1,Greece,39.368279,21.863141
In progress,2700,Medium,Chat,Product setup,1st line support,Kristos Westoll,2023-07-24 05:12:30,2023-07-25 05:12:30,2023-07-24 05:14:30,2023-07-24 05:14:07.567,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2706,Medium,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-07-25 05:19:24,2023-07-27 05:19:24,2023-07-25 05:21:24,2023-07-25 05:20:05.561,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2707,High,Chat,Other,1st line support,Nicola Wane,2023-07-25 08:24:38,2023-07-26 08:24:38,2023-07-25 08:26:38,2023-07-25 08:24:49.155,Within SLA,,SLA Violated,,5.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,2708,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-07-25 10:09:51,2023-07-26 10:09:51,2023-07-25 10:11:51,2023-07-25 10:11:08.675,Within SLA,2023-07-31 03:44:38.856,SLA Violated,,8.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,2709,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-07-25 12:41:56,2023-07-27 12:41:56,2023-07-25 13:41:56,2023-07-25 13:13:22.560,Within SLA,2023-07-26 20:54:09.899,Within SLA,,5.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2713,Low,Chat,Other,1st line support,Bernard Beckley,2023-07-26 17:48:10,2023-07-27 17:48:10,2023-07-26 17:50:10,2023-07-26 17:49:01.197,Within SLA,2023-07-27 16:00:45.455,Within SLA,,9.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2714,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-07-26 17:37:56,2023-07-28 17:37:56,2023-07-26 18:37:56,2023-07-26 18:36:14.635,Within SLA,,SLA Violated,,6.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2716,Low,Email,Product setup,1st line support,Bernard Beckley,2023-07-26 06:23:09,2023-07-28 06:23:09,2023-07-26 07:23:09,2023-07-26 06:28:24.497,Within SLA,,SLA Violated,,3.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,2718,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-07-26 10:23:04,2023-07-28 10:23:04,2023-07-26 11:23:04,2023-07-26 11:22:52.168,Within SLA,2023-07-31 23:26:34.594,SLA Violated,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,2719,Low,Email,Purchasing and invoicing,2nd line support,Heather Urry,2023-07-26 14:24:32,2023-07-28 14:24:32,2023-07-26 15:24:32,2023-07-26 14:48:57.009,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 2,Spain,39.67337,-4.767726
Resolved,2720,Medium,Email,Product setup,1st line support,Nicola Wane,2023-07-27 12:52:28,2023-07-29 12:52:28,2023-07-27 13:52:28,2023-07-27 13:48:22.002,Within SLA,2023-07-27 13:13:19.727,Within SLA,,1.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,2723,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-07-27 21:40:02,2023-07-29 21:40:02,2023-07-27 22:40:02,2023-07-27 21:57:35.671,Within SLA,2023-07-28 14:02:17.499,Within SLA,,1.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,2725,Low,Email,Feature request,1st line support,Sheela Cutten,2023-07-28 10:17:18,2023-07-30 10:17:18,2023-07-28 11:17:18,2023-07-28 10:19:22.767,Within SLA,2023-08-01 23:24:17.075,SLA Violated,,3.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2728,Low,Email,Product setup,1st line support,Nicola Wane,2023-07-28 04:55:49,2023-07-30 04:55:49,2023-07-28 05:55:49,2023-07-28 09:10:04.782,SLA Violated,2023-07-29 18:39:10.557,Within SLA,,8.0,,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,2730,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-07-28 03:03:13,2023-07-29 03:03:13,2023-07-28 03:05:13,2023-07-28 03:05:09.108,Within SLA,2023-07-28 16:24:57.013,Within SLA,,6.0,,Other,Tier 1,France,48.864716,2.349014
Resolved,2731,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-07-29 16:35:02,2023-07-31 16:35:02,2023-07-29 17:35:02,2023-07-29 16:48:55.695,Within SLA,2023-07-30 17:23:45.849,Within SLA,,3.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2746,High,Chat,Other,1st line support,Bernard Beckley,2023-07-30 00:43:24,2023-07-31 00:43:24,2023-07-30 00:45:24,2023-07-30 00:44:17.935,Within SLA,2023-07-30 07:47:26.745,Within SLA,,5.0,,Other,Tier 1,France,48.864716,2.349014
In progress,2750,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-07-31 21:21:00,2023-08-02 21:21:00,2023-07-31 22:21:00,2023-08-01 03:51:41.674,SLA Violated,,SLA Violated,,7.0,,Other,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,2751,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-07-31 00:14:49,2023-08-01 00:14:49,2023-07-31 00:16:49,2023-07-31 00:14:54.937,Within SLA,2023-08-01 11:36:11.735,SLA Violated,,6.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2753,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-07-31 19:50:06,2023-08-01 19:50:06,2023-07-31 19:52:06,2023-07-31 19:53:50.682,SLA Violated,2023-08-01 11:07:04.826,Within SLA,,9.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2759,Low,Email,Bug report,1st line support,Nicola Wane,2023-07-31 18:58:53,2023-08-02 18:58:53,2023-07-31 19:58:53,2023-07-31 19:18:24.522,Within SLA,2023-08-01 13:01:45.621,Within SLA,,8.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2763,Medium,Chat,Feature request,2nd line support,Heather Urry,2023-08-01 15:29:12,2023-08-02 15:29:12,2023-08-01 15:31:12,2023-08-01 15:30:56.344,Within SLA,2023-08-01 21:25:57.481,Within SLA,,7.0,,Other,Tier 2,Poland,52.536273,19.050639
Resolved,2764,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-01 20:01:50,2023-08-03 20:01:50,2023-08-01 21:01:50,2023-08-01 20:45:23.654,Within SLA,2023-08-02 00:09:18.521,Within SLA,,1.0,,Other,Tier 1,France,48.864716,2.349014
In progress,2765,High,Email,Product setup,1st line support,Nicola Wane,2023-08-01 11:55:41,2023-08-03 11:55:41,2023-08-01 12:55:41,2023-08-01 11:59:10.867,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,2766,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-01 03:21:52,2023-08-03 03:21:52,2023-08-01 04:21:52,2023-08-01 04:08:42.790,Within SLA,2023-08-01 04:27:42.556,Within SLA,,4.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,2771,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-08-02 11:18:10,2023-08-04 11:18:10,2023-08-02 12:18:10,2023-08-02 11:32:08.848,Within SLA,2023-08-04 09:37:47.927,Within SLA,,3.0,,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675
